date,Brugnera,Capriva del Friuli,Cervignano del Friuli,Cividale del Friuli,Codroipo,Enemonzo,Fagagna,Fossalon,Gemona del Friuli,Gradisca d'Is.,Lignano,Monte Zoncolan,Musi,Palazzolo dello Stella,San Vito al Tgl.,Sgonico-Zgonik,Talmassons,Tarvisio,Trieste molo F.lli Bandiera,Udine S.O.,Vivaro
2013-10,22.4,24.3,26.4,27.1,31.2,115.2,29.1,19.5,66.9,19.9,18.2,,111.0,32.6,23.0,18.4,28.4,55.5,17.3,21.4,24.2
2013-11,35.9,31.9,35.7,58.0,53.0,64.1,52.5,27.6,60.3,42.0,44.9,,106.2,61.9,68.7,67.7,45.6,53.2,40.7,44.3,67.2
2013-12,33.7,30.1,13.9,45.3,38.9,174.6,51.4,6.7,100.8,27.8,9.3,,177.6,13.9,26.1,16.2,19.2,89.6,10.4,38.6,57.2
2014-1,70.2,96.0,135.6,125.4,115.0,153.0,114.9,73.7,156.8,107.9,81.4,,208.2,83.9,86.1,34.0,105.9,80.7,21.4,132.1,95.0
2014-2,50.3,36.6,61.5,57.4,48.5,103.5,56.5,43.7,85.6,45.3,83.6,,159.6,45.0,48.4,44.2,62.3,64.7,17.6,62.7,69.6
2014-3,28.8,25.3,20.6,44.9,26.4,91.2,34.9,19.4,76.9,20.5,29.1,,168.2,22.9,25.1,38.7,20.9,64.6,13.6,32.7,56.3
2014-4,36.1,17.9,13.6,11.2,8.9,17.4,22.6,32.4,22.4,10.5,13.5,,11.2,12.6,20.4,130.7,9.0,10.1,23.1,14.4,21.5
2014-5,42.5,53.4,27.5,23.4,19.1,10.2,69.7,39.6,73.9,35.6,42.7,,154.6,12.9,11.2,21.7,31.4,53.2,20.0,31.2,41.5
2014-6,35.4,46.8,30.2,37.3,29.5,36.5,46.3,37.6,95.8,28.7,20.9,,135.6,28.2,36.4,16.8,29.6,31.1,25.2,59.3,31.9
2014-7,47.3,55.7,79.2,34.0,45.8,84.7,21.0,37.9,95.5,34.6,41.9,,55.6,45.2,38.8,37.8,21.1,23.6,46.8,65.6,31.3
2014-8,54.2,49.2,53.8,38.2,53.1,57.0,70.7,46.0,61.3,32.0,104.1,,74.0,28.4,59.0,29.8,27.5,45.7,25.3,58.2,50.1
2014-9,33.4,22.6,22.2,20.6,18.5,21.9,15.3,29.8,34.9,27.9,19.6,,29.2,13.9,27.0,34.4,33.2,28.3,20.1,18.7,11.8
2014-10,46.6,69.3,16.8,17.3,36.3,37.0,30.9,76.5,29.6,26.8,8.8,,36.0,19.5,35.5,20.8,52.9,16.0,61.0,20.3,66.5
2014-11,54.8,81.0,46.2,62.7,151.0,184.0,137.7,101.4,149.5,87.3,52.6,,240.4,42.4,44.2,61.0,36.9,63.3,35.6,57.6,94.5
2014-12,28.0,44.1,78.3,55.0,30.0,90.6,49.3,38.2,88.6,44.9,44.8,,103.4,29.3,26.8,35.7,31.6,57.8,10.5,37.8,27.5
2015-1,9.9,30.1,26.6,29.5,13.8,71.7,15.6,52.0,37.0,28.5,16.9,,121.2,15.0,10.0,42.3,17.0,24.7,21.1,22.5,18.0
2015-2,10.3,2.9,6.7,2.6,6.5,8.2,13.3,5.0,12.6,4.3,13.1,,16.8,8.0,11.2,17.6,3.7,9.4,5.5,3.3,10.4
2015-3,45.1,29.0,22.8,32.0,45.8,51.1,55.7,24.6,89.8,42.3,21.3,,82.4,31.3,52.6,39.3,24.4,33.6,15.6,28.1,70.8
2015-4,31.7,7.3,6.8,7.6,16.8,19.6,27.5,5.2,58.0,6.5,9.3,,69.8,14.0,29.4,15.2,11.9,8.1,7.4,16.6,43.6
2015-5,49.1,26.5,35.4,28.2,22.4,52.1,22.1,15.2,33.3,27.0,20.4,,57.0,14.6,13.3,15.2,19.4,43.0,10.2,28.1,53.6
2015-6,72.4,46.7,30.6,28.3,76.4,30.7,43.2,34.1,69.0,38.6,33.6,,118.2,32.4,70.4,32.9,31.6,55.9,27.0,25.6,43.1
2015-7,20.5,30.9,42.6,51.8,119.3,29.1,147.9,10.5,66.4,36.9,11.4,,65.6,38.8,28.0,14.4,28.2,26.6,24.1,58.0,64.5
2015-8,25.7,41.0,52.7,35.5,41.0,41.6,28.3,73.6,34.4,41.2,61.3,,50.8,30.7,45.0,51.0,29.5,22.3,47.4,50.8,16.6
2015-9,78.4,96.8,69.2,137.1,55.3,66.9,63.5,70.2,181.2,61.9,24.8,,206.4,53.7,53.8,53.0,85.9,80.2,34.0,53.6,119.3
2015-10,32.9,89.8,85.2,72.3,84.2,45.3,64.7,64.4,79.4,103.7,96.6,,84.4,87.7,68.1,94.5,94.4,47.0,26.6,85.4,55.4
2015-11,6.6,13.4,16.9,13.5,6.8,1.4,7.5,18.2,6.0,17.6,14.7,,17.6,9.3,7.4,26.8,13.2,24.9,20.4,12.6,8.0
2015-12,0.4,0.9,0.4,0.8,0.1,0.0,1.1,0.3,0.0,0.8,0.0,,0.0,0.0,0.8,1.3,0.1,0.0,0.0,0.8,0.0
2016-1,16.4,28.1,21.2,30.9,19.6,49.4,26.7,22.2,60.2,27.4,17.1,,168.0,12.1,18.6,28.1,20.0,42.6,23.0,25.0,26.8
2016-2,39.2,41.1,49.6,46.2,60.5,77.2,65.9,40.9,64.0,57.3,35.1,,120.4,27.0,74.2,37.4,35.4,37.6,28.6,52.5,57.9
2016-3,53.8,14.7,36.7,19.3,49.6,51.3,48.6,26.6,73.9,16.3,38.9,,105.8,54.6,81.6,20.9,49.8,42.1,16.9,38.4,85.5
2016-4,24.5,22.7,24.7,23.4,15.4,32.6,16.1,34.9,15.0,24.5,33.6,,35.6,17.2,19.2,17.4,20.5,28.9,4.9,17.1,15.9
2016-5,39.9,22.1,40.6,38.8,34.4,54.6,46.7,32.2,88.5,25.1,28.5,,77.4,30.9,31.7,25.7,29.8,25.9,17.1,61.6,40.7
2016-6,55.5,38.8,26.8,48.3,33.3,55.6,40.5,47.2,106.1,30.7,48.0,,93.0,22.9,27.4,21.1,26.8,44.2,39.7,58.8,28.5
2016-7,16.0,17.3,15.0,25.1,12.3,160.3,12.4,10.0,37.4,19.7,12.4,,130.0,7.0,38.2,19.4,12.1,111.9,7.4,34.2,14.5
2016-8,41.3,24.9,19.9,39.4,25.1,45.9,34.7,11.4,38.4,21.7,13.9,,79.4,10.3,19.3,17.7,23.3,56.4,13.6,29.5,57.6
2016-9,21.2,39.3,33.8,13.4,15.8,88.5,36.3,30.6,28.4,22.3,50.8,,33.6,24.2,29.0,27.9,25.1,35.8,17.7,46.4,23.8
2016-10,37.0,39.0,46.8,30.9,37.7,58.4,42.6,44.6,51.0,43.4,48.1,,80.0,43.3,36.3,40.1,38.3,43.2,39.6,39.6,44.4
2016-11,38.0,107.9,100.2,101.7,77.8,42.5,68.8,49.7,89.4,94.8,57.0,,221.6,71.5,56.4,73.6,75.6,56.2,40.1,88.4,48.8
2016-12,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.9,,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0
2017-1,15.4,42.4,38.8,38.0,18.6,7.7,16.2,33.2,22.8,38.6,24.3,,37.0,23.8,16.8,52.1,32.7,16.6,33.5,26.0,11.7
2017-2,29.0,27.1,34.7,25.8,24.7,39.7,28.5,25.0,51.6,37.9,42.1,,133.6,33.5,26.3,46.2,29.3,29.9,32.2,28.1,28.2
2017-3,14.1,23.2,21.8,24.9,17.4,40.9,21.1,9.4,31.2,28.2,12.8,,60.7,15.9,20.1,16.6,15.3,34.5,9.1,21.5,23.4
2017-4,54.5,61.1,48.5,80.5,43.8,112.0,81.6,39.7,174.8,59.7,35.8,,168.7,43.1,49.2,52.0,45.8,76.3,28.3,81.9,116.5
2017-5,18.0,18.6,12.4,27.6,24.7,24.1,25.1,11.0,91.3,12.7,9.0,,103.4,17.8,18.3,13.5,11.8,25.8,8.1,28.1,21.7
2017-6,36.4,85.4,47.5,129.2,95.5,49.6,74.9,64.2,65.3,42.7,34.4,,86.9,31.9,75.3,53.6,75.2,34.8,23.5,94.7,64.7
2017-7,36.1,36.3,59.9,47.6,21.6,73.7,47.6,6.0,116.7,45.9,19.0,,70.8,38.1,30.6,5.4,50.5,81.3,3.0,46.9,44.5
2017-8,18.3,38.8,34.4,45.0,27.5,46.8,25.9,22.0,36.5,34.8,13.5,,55.9,31.8,29.4,24.9,27.5,84.1,20.2,29.4,19.2
2017-9,31.7,51.0,94.0,100.6,57.0,64.6,55.1,66.7,67.3,64.9,115.8,,89.6,90.4,47.1,43.6,78.4,53.2,32.5,64.2,33.2
2017-10,10.5,10.2,2.6,18.5,10.9,11.9,20.1,2.8,34.6,13.3,14.0,,56.9,20.4,11.6,20.8,18.0,35.2,57.3,29.5,21.9
2017-11,103.2,36.9,54.5,66.8,41.8,70.8,56.0,76.5,78.1,61.5,40.8,,127.2,35.8,52.5,54.1,84.6,78.6,71.7,74.4,75.9
2017-12,38.2,56.5,39.7,77.6,32.8,137.4,55.6,33.4,131.7,53.4,19.2,,175.2,27.0,27.0,60.6,33.1,71.3,34.3,54.4,62.5
2018-1,22.6,39.8,34.8,48.0,28.7,94.9,50.1,39.3,93.9,44.1,24.3,,79.7,25.5,19.2,46.0,21.5,49.6,25.2,29.2,29.4
2018-2,15.5,34.1,27.9,46.4,20.8,26.4,23.6,25.0,57.2,34.2,13.5,,167.8,19.9,18.7,75.9,20.5,46.1,33.5,25.8,20.8
2018-3,71.7,37.4,41.9,53.2,66.0,56.4,58.0,24.4,102.1,40.6,28.8,,136.1,35.6,62.3,20.4,46.0,32.6,14.7,54.4,64.9
2018-4,23.3,31.0,17.4,46.3,32.3,73.7,75.0,21.7,75.6,28.8,13.2,,114.4,18.0,18.9,25.3,16.6,37.9,23.7,23.9,31.4
2018-5,28.0,12.0,13.9,34.2,39.3,22.3,28.9,12.9,52.0,16.5,23.2,,47.0,20.9,27.4,11.5,25.6,18.6,18.9,33.1,25.6
2018-6,23.8,44.4,23.5,28.4,23.1,24.0,23.8,20.5,33.3,30.1,27.3,,56.6,17.2,30.1,27.1,40.9,12.0,22.8,33.8,31.1
2018-7,29.0,19.2,15.3,30.9,16.8,16.0,20.7,19.4,43.6,23.1,13.7,,26.2,14.1,17.8,18.8,13.7,22.0,13.8,21.3,44.9
2018-8,43.1,44.1,41.8,21.8,26.9,50.7,58.9,25.4,51.3,24.1,42.0,,43.9,36.2,19.4,32.9,27.5,44.9,38.8,16.0,55.2
2018-9,19.2,27.9,38.2,31.0,30.8,25.8,39.0,59.2,31.5,32.5,73.6,,43.0,74.6,23.7,40.8,24.1,39.4,25.6,27.5,15.7
2018-10,48.9,32.6,32.4,34.3,28.8,182.1,55.1,17.3,59.3,64.2,38.3,,103.2,23.6,42.1,30.0,28.1,115.5,15.3,40.8,53.7
2018-11,38.0,60.8,46.9,58.4,63.2,96.6,65.0,94.2,165.6,60.1,16.2,,147.3,35.1,58.7,26.0,40.3,41.0,13.3,92.4,50.0
2018-12,9.8,16.3,18.4,17.3,12.6,5.3,8.6,6.2,5.2,15.0,8.1,,11.5,13.3,13.1,20.2,15.8,8.5,15.7,11.0,5.6
2019-1,8.4,17.7,12.7,22.8,5.4,13.5,7.7,14.8,12.5,17.0,6.7,,31.2,8.2,4.9,32.5,11.1,20.7,18.7,10.1,7.2
2019-2,67.5,43.0,40.8,57.2,58.2,102.2,72.5,47.4,104.5,48.4,24.3,,190.8,29.3,54.4,54.2,41.0,74.6,43.2,62.7,79.7
2019-3,13.2,18.1,20.6,28.0,13.0,30.3,18.7,13.3,32.2,16.4,10.4,,75.8,13.0,11.0,17.3,15.6,37.3,5.4,24.2,17.8
2019-4,73.9,25.1,31.0,27.8,42.0,116.1,49.3,44.0,75.3,44.1,50.7,,142.6,49.1,53.1,33.3,32.1,50.6,31.9,35.7,77.4
2019-5,42.7,83.8,37.5,121.2,86.6,42.7,55.5,39.1,54.8,40.4,35.8,,106.0,51.3,41.4,31.2,84.8,33.4,24.2,88.3,36.6
2019-6,18.4,10.6,23.1,22.6,7.8,7.4,19.9,24.6,13.5,10.2,16.6,,16.6,37.4,14.1,47.2,9.4,7.9,21.7,12.2,13.7
2019-7,71.0,35.5,26.1,24.0,7.8,27.0,14.6,24.6,21.6,33.0,19.9,,16.2,28.1,31.6,33.1,17.3,43.8,16.6,14.0,17.1
2019-8,33.9,39.6,19.0,41.2,12.5,30.5,50.7,33.2,55.2,16.8,9.6,,39.4,30.0,12.8,52.4,16.4,29.2,41.2,36.0,48.7
2019-9,38.2,37.5,31.7,62.3,54.1,39.7,68.6,35.3,61.8,44.8,54.8,,88.8,79.8,50.6,69.6,84.8,58.2,38.5,106.5,23.7
2019-10,8.0,26.8,13.5,10.5,41.0,44.1,62.3,8.9,36.4,13.8,7.1,,50.4,13.2,21.7,52.9,41.0,26.0,36.8,10.9,9.4
2019-11,66.3,55.4,86.7,62.6,87.6,211.0,93.3,65.4,113.1,65.6,127.9,,190.2,60.6,60.5,47.5,107.3,79.3,43.8,119.0,108.8
2019-12,46.0,27.6,36.4,34.2,38.1,63.9,45.9,39.3,104.5,34.0,84.9,,178.2,48.8,38.0,46.0,42.5,59.0,33.8,34.0,46.9
2020-1,2.9,14.7,6.3,14.5,3.3,3.5,3.8,3.1,8.5,9.4,3.6,,42.2,4.3,2.2,9.8,2.8,3.1,8.6,6.2,3.3
2020-2,4.4,7.1,3.8,11.1,3.2,3.7,8.9,10.7,6.8,4.4,6.1,,19.6,7.0,4.2,14.1,3.4,9.7,9.6,13.6,8.2
2020-3,72.1,66.4,66.7,90.1,52.1,54.1,56.6,30.2,64.4,74.9,39.4,,118.0,52.6,59.5,55.1,64.9,36.7,21.2,89.5,67.8
2020-4,9.9,71.9,8.9,21.6,11.8,16.5,13.6,6.2,28.9,11.2,5.4,,42.0,8.4,15.5,10.5,6.1,13.8,10.0,13.2,12.1
2020-5,32.1,16.3,25.9,36.7,21.3,23.7,90.5,12.1,84.2,14.8,32.0,,168.6,7.4,50.8,14.1,11.1,33.9,10.2,41.5,33.2
2020-6,60.4,51.1,57.8,174.9,59.1,55.0,66.5,48.5,65.8,53.6,58.1,,160.4,46.6,48.5,65.2,29.3,36.3,40.3,78.4,69.5
2020-7,22.4,14.3,13.3,30.4,13.2,30.1,34.4,14.4,32.5,12.8,13.1,,70.8,20.9,17.6,17.0,19.7,48.7,16.3,21.3,32.0
2020-8,45.2,31.8,29.7,62.2,26.5,154.7,41.1,32.6,96.3,29.8,33.5,,117.2,29.4,28.2,35.2,29.8,94.8,33.9,54.7,20.9
2020-9,26.2,55.1,61.0,30.0,50.1,77.2,40.8,67.5,89.6,83.3,35.2,,162.2,35.8,31.1,102.8,29.2,69.4,2.0,32.6,74.7
2020-10,42.5,42.5,41.1,51.7,33.5,70.2,33.1,65.9,55.8,48.8,31.5,,81.2,37.6,42.6,72.4,35.1,67.5,,35.0,39.5
2020-11,12.7,23.7,26.3,22.9,17.9,3.1,14.2,29.5,10.4,28.6,22.1,,21.2,23.5,14.2,40.1,18.3,17.5,0.0,24.4,12.4
2020-12,40.8,102.4,104.3,121.6,69.2,288.3,85.6,121.8,125.4,107.7,96.6,,171.6,90.2,62.1,89.7,79.5,102.4,48.1,112.7,107.8
2021-1,57.8,38.9,44.2,47.8,54.7,75.1,55.6,60.9,100.9,35.3,53.7,,188.6,39.0,49.0,23.6,41.1,63.8,18.6,45.5,82.7
2021-2,22.5,60.8,63.7,75.1,45.3,70.2,63.8,37.9,104.0,37.4,40.9,,72.0,52.3,30.0,31.4,52.7,54.4,26.5,59.8,53.0
2021-3,9.0,12.3,14.8,10.3,5.2,11.4,5.9,22.7,6.3,14.2,0.1,,7.4,3.0,4.4,17.6,7.3,19.3,19.0,12.4,7.9
2021-4,81.2,84.4,90.1,95.6,85.4,35.6,111.5,45.0,82.5,77.4,,,142.0,72.8,71.2,44.1,79.1,16.2,20.4,121.4,86.1
2021-5,60.1,35.3,47.5,55.3,40.0,62.7,41.9,32.3,46.6,30.6,,,167.0,21.7,43.4,54.6,25.6,66.8,26.2,42.6,43.8
2021-6,21.1,13.0,27.2,19.5,18.9,16.1,18.2,32.9,12.0,21.2,,,19.0,13.8,14.1,12.0,9.5,23.9,10.0,19.0,22.6
2021-7,19.9,26.2,51.6,29.2,34.9,60.5,30.8,72.0,83.3,42.7,,,149.6,22.8,16.6,38.2,36.6,40.4,29.9,22.7,42.1
2021-8,28.7,22.5,32.8,31.5,25.1,49.6,29.3,22.4,35.1,16.7,,,68.0,13.9,29.8,50.4,25.9,71.1,10.7,19.8,38.5
2021-9,24.7,35.3,38.8,29.0,13.8,43.2,14.8,25.8,59.2,50.8,,,169.6,24.7,24.0,35.3,22.5,37.4,36.0,35.6,46.3
2021-10,13.7,28.6,18.2,110.5,24.3,86.3,60.7,108.2,36.6,27.7,,,42.2,7.8,35.5,44.3,14.8,32.3,34.6,153.6,48.3
2021-11,98.9,42.6,50.3,54.7,73.5,80.4,57.5,32.8,97.1,44.7,,,139.4,42.9,111.3,35.2,57.4,57.3,13.8,54.1,114.8
2021-12,18.1,25.5,30.7,23.4,31.8,21.2,34.9,35.0,39.0,22.4,,,25.8,29.6,21.4,30.1,29.5,21.7,18.7,27.3,27.8
2022-1,28.9,36.6,47.4,41.8,46.2,59.2,46.9,60.8,121.1,50.4,,,193.0,60.8,42.8,16.4,46.3,60.4,8.1,46.0,58.1
2022-2,26.7,19.5,10.0,25.5,18.7,52.1,31.3,7.3,40.9,10.9,,,46.0,13.2,20.4,11.8,17.3,22.7,6.0,23.8,40.5
2022-3,9.3,37.1,25.6,24.7,19.8,13.9,18.4,43.6,17.4,35.3,,,28.0,26.8,18.1,47.6,23.6,29.3,32.6,24.2,13.8
2022-4,23.9,19.2,18.2,23.6,21.0,36.0,40.6,29.5,25.1,16.0,,,42.6,15.4,19.3,31.1,14.0,26.4,10.2,28.3,28.2
2022-5,18.0,15.3,4.7,4.6,5.2,16.6,13.7,6.5,14.2,4.4,,,45.6,33.4,18.0,23.8,9.4,10.3,5.1,5.6,10.7
2022-6,18.1,62.4,22.3,26.8,22.5,53.4,53.6,20.6,24.0,14.4,,,42.8,12.4,12.7,23.3,20.0,25.4,23.4,47.9,21.0
2022-7,9.4,13.1,10.0,11.4,2.0,20.7,7.3,9.4,9.4,14.8,,,9.8,31.0,2.2,9.3,10.7,20.4,32.6,4.3,28.5
2022-8,19.2,17.3,10.8,29.0,14.2,29.9,21.7,10.5,20.4,35.2,,,65.4,10.4,12.3,21.7,38.8,41.0,25.0,24.4,37.9
2022-9,20.0,33.4,34.1,83.0,47.2,25.6,49.9,148.6,65.8,30.1,,,69.6,55.8,36.2,94.1,38.5,35.4,93.0,61.8,36.8
2022-10,14.3,27.4,11.3,26.2,25.3,32.0,15.5,6.3,80.5,23.2,,,224.8,4.8,5.4,17.3,4.8,54.1,8.5,26.0,10.8
2022-11,54.6,44.4,50.4,85.2,53.3,65.6,43.5,90.8,33.9,40.3,,,134.4,62.0,53.0,20.5,43.7,50.6,25.1,66.4,53.5
2022-12,25.9,49.4,40.6,46.4,29.2,37.1,22.4,51.0,30.0,49.2,,,63.4,37.2,29.0,63.2,29.1,17.1,39.6,34.4,28.6
2023-1,23.6,39.5,51.6,30.7,35.7,28.5,42.3,31.0,45.2,46.9,,,64.6,25.4,46.8,57.0,27.9,21.5,30.4,31.9,53.2
2023-2,2.2,1.0,0.2,2.8,0.6,1.6,8.2,0.9,5.4,2.1,,,8.4,0.4,0.3,10.5,0.0,2.1,11.4,1.7,3.0
2023-3,20.0,30.9,54.8,34.8,35.7,19.0,34.7,27.1,38.0,39.1,,,86.8,62.0,30.5,28.1,44.2,18.4,10.4,54.5,29.2
2023-4,36.2,61.8,62.3,86.8,51.4,58.8,54.1,28.2,57.7,45.0,,,93.0,45.4,42.0,49.3,52.6,53.2,20.8,79.9,51.7
2023-5,34.0,22.2,21.3,20.5,24.6,35.4,30.6,22.7,18.3,28.4,,,35.2,29.2,26.0,19.2,23.5,30.5,9.8,24.2,25.1
2023-6,35.1,37.6,36.5,42.7,38.2,34.3,53.9,39.0,33.2,22.7,,,40.6,25.8,23.1,42.2,29.8,26.3,44.0,37.2,22.1
2023-7,43.4,39.3,40.4,51.7,25.5,40.4,25.3,30.9,44.8,40.0,,,45.0,42.4,29.4,22.2,18.7,36.1,16.5,57.9,40.2
2023-8,28.0,44.7,39.8,44.6,16.0,93.0,63.8,58.8,75.5,58.3,,,153.2,30.2,23.8,137.9,23.0,86.2,93.0,36.6,72.5
2023-9,23.0,44.2,32.2,51.8,34.2,33.8,19.3,46.7,54.2,35.6,,,116.4,24.6,18.3,30.1,11.5,29.9,16.1,30.3,19.3
2023-10,81.9,36.6,31.6,64.8,82.1,124.0,120.6,25.3,153.0,46.5,,,343.2,34.4,57.0,68.8,38.0,75.1,33.6,75.6,138.1
2023-11,57.5,70.1,54.5,90.9,51.6,139.7,70.9,43.2,109.9,66.9,,,246.2,48.0,59.1,54.3,51.7,66.3,38.0,66.8,76.4
2023-12,25.1,38.1,24.3,50.4,27.0,64.0,34.5,22.8,61.9,28.1,,,123.0,22.8,27.0,35.6,22.2,60.3,24.3,36.0,39.7
